user_id,is_gone
4,0.000804286280854624
6,0.000804286280854624
10,0.002206219158111975
12,0.05282899021469392
13,0.5232432281128843
15,0.19955528842757558
19,0.000804286280854624
21,0.5281853259144398
23,0.000804286280854624
35,0.18543804972407948
40,0.000804286280854624
45,0.13510622379181256
55,0.261670301426619
58,0.25275731227201476
62,0.0978362885200898
72,0.000804286280854624
74,0.1720841925581795
81,0.04866559605012171
84,0.011531622439379212
92,0.000804286280854624
93,0.000804286280854624
98,0.0002725964881376152
102,0.7831141274077646
105,0.045018118803814774
107,0.000804286280854624
112,0.10163559574863663
113,0.2498712084367726
119,0.3947584246270619
124,0.2585799666638054
140,0.4366545747827274
141,0.041877658936554034
143,0.000804286280854624
150,0.13629223200650514
159,0.000804286280854624
162,0.12874982049181175
164,0.08192336420980399
165,0.000804286280854624
167,0.05519380641139115
174,0.000804286280854624
177,0.2587332526898243
180,0.000804286280854624
185,0.000804286280854624
186,0.6662736966190457
195,0.2745824188075464
198,0.41596288974869794
200,0.3905957315849176
204,0.26635004338434926
205,0.0019748768031697464
207,0.4215736536542273
208,0.8314921545351437
212,0.11889245413713032
213,0.0002725964881376152
217,0.000804286280854624
218,0.0010558224170585213
234,0.000804286280854624
235,0.14756942260332268
236,0.0010558224170585213
237,0.000804286280854624
242,0.07523945666988627
248,0.5790579883586734
253,0.3079270503396415
260,0.15130458214614934
261,0.20003748533526997
269,0.000804286280854624
271,0.1283553750490932
273,0.000804286280854624
276,0.012875144155686975
283,0.0006004371288656961
289,0.000804286280854624
298,0.11557755860910908
303,0.34887805069143263
306,0.0002725964881376152
308,0.0006004371288656961
317,0.000804286280854624
318,0.000804286280854624
319,0.000804286280854624
320,0.000804286280854624
324,0.11920689180954509
328,0.09360444559027188
331,0.09081553510673007
335,0.04620700015078506
341,0.2820801740898914
346,0.000804286280854624
348,0.000804286280854624
349,0.013866470632997145
351,0.000804286280854624
355,0.08969448081154892
363,0.23726546867072337
366,0.000804286280854624
367,0.04849966045061252
373,0.09252800220970618
375,0.0020533275426818935
382,0.0019748768031697464
388,0.000804286280854624
389,0.000804286280854624
391,0.421479692385292
400,0.0019748768031697464
406,0.000804286280854624
409,0.46310360313628474
411,0.12037758949603342
414,0.0038499540662780924
417,0.03843022624717219
419,0.000804286280854624
421,0.000417383824209559
423,0.001980138922270861
424,0.10067927797462894
425,0.000804286280854624
430,0.38131581004748344
448,0.029663805504823657
460,0.12874982049181175
462,0.007659335073716873
465,0.1042852439715086
467,0.39320370792267817
474,0.36942596134091676
476,0.0019530348733706924
483,0.000804286280854624
485,0.0002725964881376152
486,0.2820584092402497
487,0.0010409078032227312
498,0.4880676798861601
503,0.0002725964881376152
504,0.000804286280854624
511,0.000804286280854624
516,0.000804286280854624
522,0.003357786986645176
530,0.4331486613356196
534,0.0010409078032227312
543,0.000804286280854624
554,0.000804286280854624
557,0.09154235158267172
561,0.22859081771068657
565,0.25719042412903115
567,0.056978710615462655
570,0.041877658936554034
574,0.12062130274859881
575,0.010063057611626208
578,0.2437394153987893
579,0.0002725964881376152
583,0.000804286280854624
586,0.42055093636294766
593,0.12144168434632566
599,0.08662278555525223
601,0.5365635159173348
602,0.12492625406175016
611,0.000804286280854624
613,0.03258964035295294
615,0.0019748768031697464
628,0.0288742890600803
642,0.008942974466791367
650,0.000804286280854624
659,0.1225964610759182
664,0.4013060557888056
672,0.11864726232845048
680,0.0002725964881376152
683,0.07762830708454725
693,0.11256814228168303
696,0.0002725964881376152
700,0.000804286280854624
704,0.041877658936554034
723,0.0378084163962427
725,0.07030984363953893
726,0.000804286280854624
731,0.000804286280854624
733,0.012189296229821029
736,0.000804286280854624
739,0.05412717608349978
741,0.000804286280854624
744,0.12294512207013726
745,0.000804286280854624
747,0.13629223200650514
754,0.24639354378256764
757,0.000804286280854624
760,0.0002725964881376152
765,0.5718056833225276
770,0.26706656096910386
779,0.000804286280854624
