user_id,is_gone
4,0.0009751497111954565
6,0.0009751497111954565
10,0.002359916609692786
12,0.0617118582087
13,0.5235074538041955
15,0.22487655620458485
19,0.0009751497111954565
21,0.4899322383515488
23,0.0009751497111954565
35,0.15138769805761207
40,0.0009751497111954565
45,0.1371188754166786
55,0.27474090129786743
58,0.27434615071452517
62,0.09592297809792891
72,0.0009751497111954565
74,0.16603382777019246
81,0.0511004782924609
84,0.0070306037661128674
92,0.0009751497111954565
93,0.0009751497111954565
98,0.0001400848790874238
102,0.8142641155046517
105,0.04455318159401834
107,0.0009751497111954565
112,0.10356195817294801
113,0.2445320120202306
119,0.41227793150035
124,0.2751440492515058
140,0.45756030010094173
141,0.0439036702456358
143,0.0009751497111954565
150,0.1423451911514317
159,0.0009751497111954565
162,0.12882648369455654
164,0.08344843252166424
165,0.0009751497111954565
167,0.04460307644143147
174,0.0009751497111954565
177,0.22134830186036994
180,0.0009751497111954565
185,0.0009751497111954565
186,0.6913416494402376
195,0.2587926786297988
198,0.43237525658228415
200,0.3926782645634189
204,0.30391140957748025
205,0.0023935922170057393
207,0.43397810831291367
208,0.8608053961417532
212,0.1133920409643298
213,0.0001400848790874238
217,0.0009751497111954565
218,0.0006197694417594122
234,0.0009751497111954565
235,0.14235485163163716
236,0.0006197694417594122
237,0.0009751497111954565
242,0.07695715488886329
248,0.6022130956703361
253,0.32443943621574545
260,0.13462407511558633
261,0.19845336577337694
269,0.0009751497111954565
271,0.1493616935073979
273,0.0009751497111954565
276,0.0061731704054103385
283,8.759259060910668e-05
289,0.0009751497111954565
298,0.10618793938264107
303,0.3238831005768057
306,0.0001400848790874238
308,8.759259060910668e-05
317,0.0009751497111954565
318,0.0009751497111954565
319,0.0009751497111954565
320,0.0009751497111954565
324,0.11703503840676573
328,0.09513453687072582
331,0.08938604257343966
335,0.041673343461124335
341,0.2845934193366785
346,0.0009751497111954565
348,0.0009751497111954565
349,0.01537699910555026
351,0.0009751497111954565
355,0.0749741859849702
363,0.20742289247752813
366,0.0009751497111954565
367,0.05636435748872795
373,0.07955444121594066
375,0.0027392354786059873
382,0.0023935922170057393
388,0.0009751497111954565
389,0.0009751497111954565
391,0.4051314261212063
400,0.0023935922170057393
406,0.0009751497111954565
409,0.4481262364708511
411,0.1110037444345614
414,0.0070306037661128674
417,0.04330697577128508
419,0.0009751497111954565
421,0.0002436493419998919
423,0.002247322569252475
424,0.10115476736092725
425,0.0009751497111954565
430,0.3594831507257489
448,0.02607286553517255
460,0.12882648369455654
462,0.00608405684029142
465,0.10671336979122947
467,0.4172090585373524
474,0.33447591269746885
476,0.002062110603193374
483,0.0009751497111954565
485,0.0001400848790874238
486,0.32471623036052444
487,0.000591919646991094
498,0.46315442546774344
503,0.0001400848790874238
504,0.0009751497111954565
511,0.0009751497111954565
516,0.0009751497111954565
522,0.004234761941317325
530,0.4350256737136045
534,0.000591919646991094
543,0.0009751497111954565
554,0.0009751497111954565
557,0.09211751942848882
561,0.22529902027896603
565,0.2787010373202782
567,0.0730216631572491
570,0.0439036702456358
574,0.12010506738415165
575,0.005530360103675264
578,0.26648268668010155
579,0.0001400848790874238
583,0.0009751497111954565
586,0.43844891307639866
593,0.12066735727918082
599,0.09027903986080034
601,0.5446446749833622
602,0.12214515030974155
611,0.0009751497111954565
613,0.03243886868325634
615,0.0023935922170057393
628,0.025857404126550427
642,0.009204773218061521
650,0.0009751497111954565
659,0.12066735727918082
664,0.41927785314884475
672,0.11398268861989401
680,0.0001400848790874238
683,0.0558329320173897
693,0.11386084337411789
696,0.0001400848790874238
700,0.0009751497111954565
704,0.0439036702456358
723,0.03999730050145879
725,0.06507294808509607
726,0.0009751497111954565
731,0.0009751497111954565
